city,district,neighborhood,number_of_rooms,area_sqm,building_age,price,property_type,floor,number_of_bathrooms
İstanbul,Üsküdar,Güzeltepe,2+1,139,17,2877000,Daire,3,3
Ankara,Keçiören,Altıntepe,4+1,93,37,1710000,Müstakil,2,1
İstanbul,Beşiktaş,Merkez,5+1,58,17,841000,Villa,2,2
Ankara,Keçiören,Güzeltepe,3+1,102,6,1530000,Müstakil,4,2
İzmir,Buca,Merkez,5+1,128,11,2774000,Villa,1,3
Ankara,Çankaya,Yeşilbahçe,2+1,127,35,1590000,Villa,2,1
Ankara,Keçiören,Altıntepe,3+1,109,5,2425000,Müstakil,Çatı,3
İzmir,Karşıyaka,Altıntepe,1+1,85,16,1825000,Müstakil,3,2
İstanbul,Üsküdar,Merkez,2+1,42,3,824000,Daire,Zemin,3
İzmir,Bornova,Merkez,1+1,84,33,1131000,Villa,4,1
İzmir,Buca,Merkez,1+1,89,25,1778000,Müstakil,1,2
İzmir,Buca,Altıntepe,1+1,88,20,1274000,Müstakil,Zemin,3
İstanbul,Bakırköy,Yeşilbahçe,2+1,89,19,1961000,Rezidans,3,2
Ankara,Çankaya,Altıntepe,2+1,78,36,1061000,Müstakil,Zemin,3
Ankara,Keçiören,Bahçelievler,5+1,94,12,1992000,Villa,2,2
İstanbul,Üsküdar,Bahçelievler,2+1,128,47,1542000,Rezidans,1,2
İstanbul,Bakırköy,Yeşilbahçe,3+1,109,41,1682000,Daire,1,2
İstanbul,Beşiktaş,Merkez,5+1,95,12,2077000,Villa,Zemin,3
İzmir,Buca,Güzeltepe,4+1,135,9,2886000,Daire,1,2
İstanbul,Üsküdar,Güzeltepe,4+1,138,48,2450000,Daire,1,3
Ankara,Çankaya,Merkez,1+1,83,41,1171000,Müstakil,2,3
İzmir,Karşıyaka,Altıntepe,4+1,76,33,1181000,Müstakil,2,3
İstanbul,Üsküdar,Altıntepe,3+1,96,34,1347000,Müstakil,4,1
İzmir,Konak,Bahçelievler,5+1,106,15,1536000,Müstakil,3,3
Ankara,Keçiören,Yeşilbahçe,3+1,76,37,1046000,Müstakil,Çatı,3
İzmir,Buca,Yeşilbahçe,4+1,72,18,1021000,Müstakil,3,3
İstanbul,Beşiktaş,Bahçelievler,3+1,104,16,1699000,Daire,Çatı,1
Ankara,Yenimahalle,Altıntepe,5+1,82,36,1336000,Villa,Çatı,1
İzmir,Bornova,Merkez,3+1,84,34,1234000,Müstakil,5,1
Ankara,Çankaya,Güzeltepe,5+1,152,40,2005000,Rezidans,1,3
İstanbul,Kadıköy,Güzeltepe,4+1,102,16,1857000,Villa,4,3
İstanbul,Beşiktaş,Güzeltepe,5+1,157,5,3384000,Rezidans,3,2
İstanbul,Bakırköy,Güzeltepe,2+1,78,42,1369000,Daire,2,2
İzmir,Konak,Güzeltepe,3+1,169,37,3109000,Rezidans,1,1
İzmir,Konak,Yeşilbahçe,5+1,82,33,1459000,Rezidans,Çatı,3
İstanbul,Kadıköy,Altıntepe,5+1,114,17,2426000,Rezidans,3,3
Ankara,Yenimahalle,Yeşilbahçe,2+1,89,4,1320000,Rezidans,1,3
Ankara,Yenimahalle,Merkez,5+1,63,29,1293000,Villa,1,3
İstanbul,Üsküdar,Yeşilbahçe,5+1,96,33,1860000,Rezidans,2,3
Ankara,Çankaya,Yeşilbahçe,2+1,77,14,1102000,Rezidans,4,1
Ankara,Keçiören,Yeşilbahçe,2+1,54,47,662000,Villa,4,1
İzmir,Konak,Altıntepe,2+1,135,19,2642000,Daire,Çatı,3
Ankara,Keçiören,Yeşilbahçe,3+1,108,1,2445000,Daire,5,2
İstanbul,Bakırköy,Merkez,3+1,30,9,506000,Rezidans,4,1
İzmir,Buca,Bahçelievler,4+1,99,47,1338000,Daire,4,2
İzmir,Buca,Altıntepe,5+1,105,45,1500000,Rezidans,3,2
İzmir,Konak,Altıntepe,2+1,112,35,1667000,Villa,1,1
İstanbul,Üsküdar,Merkez,2+1,102,40,1316000,Müstakil,5,1
İzmir,Konak,Altıntepe,4+1,76,2,1451000,Daire,3,2
İstanbul,Bakırköy,Yeşilbahçe,5+1,70,41,1273000,Müstakil,4,3
İzmir,Bornova,Altıntepe,3+1,107,49,1389000,Müstakil,5,3
Ankara,Yenimahalle,Güzeltepe,1+1,86,21,1166000,Villa,Çatı,2
İstanbul,Bakırköy,Güzeltepe,3+1,139,44,1996000,Villa,Zemin,3
İzmir,Buca,Yeşilbahçe,3+1,87,41,1602000,Villa,Çatı,1
İzmir,Buca,Güzeltepe,2+1,108,28,2219000,Daire,4,2
İzmir,Buca,Güzeltepe,4+1,100,16,1518000,Daire,2,3
Ankara,Yenimahalle,Merkez,1+1,140,22,1953000,Daire,1,3
Ankara,Yenimahalle,Yeşilbahçe,4+1,68,5,1239000,Daire,Zemin,3
İstanbul,Üsküdar,Yeşilbahçe,1+1,88,19,1571000,Müstakil,5,2
İzmir,Konak,Yeşilbahçe,1+1,94,11,1865000,Villa,Çatı,3
İzmir,Buca,Merkez,1+1,93,19,1661000,Villa,4,2
İstanbul,Kadıköy,Bahçelievler,1+1,130,34,2002000,Villa,4,2
İstanbul,Bakırköy,Merkez,1+1,80,26,1645000,Daire,5,1
İstanbul,Bakırköy,Güzeltepe,4+1,56,10,978000,Villa,3,1
İstanbul,Beşiktaş,Merkez,3+1,104,7,2046000,Müstakil,4,3
Ankara,Çankaya,Yeşilbahçe,1+1,139,28,2625000,Villa,Çatı,2
İstanbul,Bakırköy,Güzeltepe,3+1,144,33,2763000,Rezidans,3,3
İzmir,Bornova,Yeşilbahçe,1+1,94,28,1278000,Rezidans,Çatı,3
İstanbul,Kadıköy,Güzeltepe,5+1,81,36,972000,Daire,2,3
İstanbul,Bakırköy,Güzeltepe,5+1,91,48,1136000,Rezidans,Çatı,1
İstanbul,Bakırköy,Güzeltepe,3+1,55,22,793000,Rezidans,5,2
İzmir,Karşıyaka,Yeşilbahçe,3+1,67,12,1554000,Villa,1,1
İstanbul,Bakırköy,Bahçelievler,4+1,71,37,1338000,Rezidans,4,3
Ankara,Etimesgut,Bahçelievler,5+1,59,41,950000,Villa,Zemin,2
İstanbul,Kadıköy,Merkez,4+1,51,6,887000,Villa,2,3
İzmir,Bornova,Merkez,5+1,99,40,1210000,Müstakil,Çatı,2
İstanbul,Kadıköy,Bahçelievler,3+1,48,8,808000,Rezidans,3,2
İstanbul,Kadıköy,Merkez,5+1,100,3,2154000,Müstakil,5,1
Ankara,Keçiören,Bahçelievler,5+1,130,42,1473000,Müstakil,3,2
İstanbul,Üsküdar,Merkez,3+1,115,27,2323000,Rezidans,3,3
Ankara,Etimesgut,Altıntepe,4+1,109,49,1389000,Müstakil,5,1
Ankara,Keçiören,Bahçelievler,1+1,77,41,918000,Villa,4,2
İstanbul,Beşiktaş,Güzeltepe,4+1,97,16,1726000,Daire,4,2
Ankara,Keçiören,Bahçelievler,2+1,88,16,1234000,Rezidans,Zemin,1
İstanbul,Üsküdar,Yeşilbahçe,5+1,142,0,2456000,Rezidans,Çatı,1
Ankara,Yenimahalle,Merkez,3+1,84,25,1633000,Rezidans,2,2
Ankara,Etimesgut,Güzeltepe,2+1,86,23,1187000,Villa,5,2
İstanbul,Üsküdar,Merkez,4+1,129,22,2548000,Daire,2,2
İzmir,Buca,Bahçelievler,2+1,65,1,1438000,Villa,Zemin,3
İstanbul,Bakırköy,Altıntepe,4+1,82,30,1430000,Rezidans,Zemin,1
İzmir,Buca,Merkez,5+1,112,32,1777000,Villa,2,2
İstanbul,Üsküdar,Altıntepe,1+1,47,36,645000,Müstakil,3,1
İstanbul,Bakırköy,Bahçelievler,4+1,111,33,1638000,Villa,5,2
İzmir,Karşıyaka,Altıntepe,3+1,110,27,1905000,Müstakil,Zemin,2
İzmir,Bornova,Merkez,5+1,55,32,1011000,Daire,Zemin,3
Ankara,Keçiören,Bahçelievler,2+1,125,20,2403000,Daire,5,3
İstanbul,Kadıköy,Yeşilbahçe,4+1,120,45,1550000,Villa,5,1
İzmir,Karşıyaka,Yeşilbahçe,3+1,105,0,2483000,Daire,1,3
İstanbul,Bakırköy,Altıntepe,2+1,134,44,1850000,Daire,Çatı,3
İzmir,Konak,Bahçelievler,1+1,133,40,2492000,Müstakil,2,3
İzmir,Buca,Merkez,5+1,120,48,1443000,Villa,1,1
Ankara,Çankaya,Bahçelievler,3+1,86,5,1588000,Villa,3,2
İzmir,Bornova,Yeşilbahçe,5+1,70,49,1233000,Müstakil,1,3
Ankara,Çankaya,Merkez,5+1,144,11,3078000,Müstakil,3,3
İstanbul,Beşiktaş,Merkez,5+1,58,35,1065000,Müstakil,5,2
İzmir,Bornova,Bahçelievler,3+1,135,5,2017000,Rezidans,2,3
İzmir,Bornova,Bahçelievler,5+1,106,10,2017000,Müstakil,4,3
İstanbul,Kadıköy,Altıntepe,5+1,106,41,1504000,Müstakil,2,3
İstanbul,Kadıköy,Altıntepe,4+1,119,34,1924000,Daire,Çatı,1
İzmir,Karşıyaka,Bahçelievler,4+1,61,12,1330000,Rezidans,Zemin,3
Ankara,Etimesgut,Yeşilbahçe,3+1,70,13,1350000,Daire,4,1
Ankara,Çankaya,Altıntepe,1+1,134,11,2420000,Müstakil,Çatı,3
İzmir,Buca,Altıntepe,5+1,120,27,1815000,Daire,Çatı,1
İstanbul,Kadıköy,Güzeltepe,2+1,119,33,1543000,Villa,5,2
İzmir,Konak,Altıntepe,2+1,44,46,575000,Daire,Zemin,3
İzmir,Bornova,Bahçelievler,4+1,89,40,1165000,Villa,Çatı,2
İzmir,Karşıyaka,Yeşilbahçe,4+1,33,48,401000,Villa,Çatı,1
İstanbul,Bakırköy,Merkez,5+1,70,48,796000,Villa,4,1
İstanbul,Beşiktaş,Bahçelievler,3+1,123,45,2235000,Villa,Zemin,1
İstanbul,Beşiktaş,Bahçelievler,5+1,84,43,1018000,Villa,5,1
Ankara,Keçiören,Altıntepe,3+1,83,40,1463000,Müstakil,3,1
İzmir,Buca,Merkez,4+1,54,3,968000,Müstakil,Zemin,2
İstanbul,Üsküdar,Altıntepe,5+1,134,48,2252000,Daire,2,3
Ankara,Keçiören,Altıntepe,5+1,64,2,1292000,Rezidans,2,3
İzmir,Konak,Güzeltepe,4+1,87,17,1889000,Rezidans,Zemin,2
İzmir,Karşıyaka,Bahçelievler,1+1,117,39,2000000,Müstakil,5,1
İzmir,Konak,Yeşilbahçe,5+1,148,4,3136000,Rezidans,1,1
İstanbul,Bakırköy,Merkez,5+1,95,10,1577000,Daire,3,3
İstanbul,Üsküdar,Altıntepe,1+1,135,48,2047000,Daire,Zemin,1
Ankara,Çankaya,Merkez,3+1,105,19,1863000,Villa,4,1
İzmir,Konak,Altıntepe,1+1,87,5,1335000,Daire,1,1
İstanbul,Bakırköy,Altıntepe,2+1,118,40,1371000,Daire,1,3
İzmir,Konak,Güzeltepe,4+1,89,35,1385000,Villa,3,3
İstanbul,Üsküdar,Yeşilbahçe,4+1,132,22,1881000,Daire,2,1
İstanbul,Bakırköy,Merkez,4+1,93,38,1578000,Rezidans,Zemin,2
Ankara,Çankaya,Güzeltepe,2+1,81,19,1385000,Rezidans,4,2
İstanbul,Beşiktaş,Yeşilbahçe,2+1,145,46,2426000,Müstakil,Zemin,2
İzmir,Buca,Yeşilbahçe,4+1,113,40,2144000,Villa,4,2
İzmir,Konak,Yeşilbahçe,5+1,162,48,2173000,Rezidans,Zemin,1
İzmir,Buca,Altıntepe,4+1,118,9,2667000,Müstakil,3,3
Ankara,Etimesgut,Altıntepe,2+1,124,10,1806000,Müstakil,Zemin,1
İstanbul,Beşiktaş,Altıntepe,5+1,126,12,2448000,Müstakil,Zemin,3
Ankara,Etimesgut,Merkez,1+1,111,14,2188000,Rezidans,4,1
İstanbul,Bakırköy,Güzeltepe,3+1,65,49,692000,Daire,2,3
Ankara,Çankaya,Güzeltepe,5+1,117,10,1885000,Villa,5,1
Ankara,Etimesgut,Bahçelievler,3+1,124,32,1678000,Villa,1,1
Ankara,Yenimahalle,Bahçelievler,5+1,111,21,2123000,Villa,4,3
İzmir,Bornova,Yeşilbahçe,2+1,99,18,1377000,Villa,4,2
İzmir,Konak,Merkez,1+1,82,43,1065000,Rezidans,Zemin,3
İzmir,Karşıyaka,Yeşilbahçe,4+1,109,36,1535000,Villa,1,2
İstanbul,Üsküdar,Yeşilbahçe,2+1,123,25,1588000,Villa,4,2
Ankara,Etimesgut,Yeşilbahçe,5+1,85,15,1687000,Villa,1,1
İstanbul,Beşiktaş,Altıntepe,5+1,89,6,2049000,Müstakil,2,2
İstanbul,Üsküdar,Altıntepe,1+1,65,27,1314000,Daire,2,2
Ankara,Keçiören,Güzeltepe,2+1,70,9,1586000,Müstakil,1,2
İstanbul,Beşiktaş,Güzeltepe,4+1,111,3,1780000,Rezidans,Zemin,2
İstanbul,Kadıköy,Yeşilbahçe,2+1,128,6,2659000,Villa,2,2
İstanbul,Kadıköy,Altıntepe,2+1,147,13,2882000,Müstakil,2,1
İzmir,Konak,Bahçelievler,5+1,120,22,1966000,Daire,Çatı,1
İzmir,Konak,Merkez,5+1,141,41,2151000,Müstakil,2,3
İstanbul,Beşiktaş,Merkez,4+1,83,32,1036000,Daire,2,2
İzmir,Bornova,Altıntepe,3+1,72,25,1248000,Daire,Çatı,2
İzmir,Karşıyaka,Merkez,3+1,93,30,1837000,Müstakil,3,3
İstanbul,Bakırköy,Yeşilbahçe,2+1,132,49,2309000,Müstakil,Çatı,3
İstanbul,Kadıköy,Güzeltepe,2+1,116,40,1481000,Daire,5,3
İzmir,Karşıyaka,Yeşilbahçe,4+1,82,30,1335000,Villa,2,2
İzmir,Konak,Altıntepe,5+1,161,46,2449000,Rezidans,5,1
Ankara,Etimesgut,Yeşilbahçe,3+1,51,49,636000,Daire,Zemin,3
Ankara,Etimesgut,Altıntepe,2+1,111,15,2208000,Müstakil,2,2
Ankara,Çankaya,Bahçelievler,5+1,110,30,2214000,Daire,Zemin,2
İstanbul,Kadıköy,Yeşilbahçe,5+1,112,34,1393000,Rezidans,5,3
İstanbul,Bakırköy,Merkez,2+1,117,23,2474000,Rezidans,2,3
Ankara,Keçiören,Güzeltepe,2+1,125,3,1930000,Villa,Çatı,3
İzmir,Buca,Yeşilbahçe,1+1,151,0,2749000,Rezidans,3,3
İstanbul,Beşiktaş,Merkez,1+1,77,8,1565000,Müstakil,Zemin,3
İzmir,Bornova,Bahçelievler,1+1,117,6,2238000,Müstakil,3,3
İstanbul,Kadıköy,Güzeltepe,4+1,86,38,1530000,Rezidans,Zemin,3
Ankara,Keçiören,Altıntepe,3+1,124,18,2311000,Rezidans,3,3
İzmir,Bornova,Merkez,4+1,111,18,2397000,Rezidans,4,3
Ankara,Etimesgut,Altıntepe,4+1,106,47,1569000,Villa,5,1
Ankara,Etimesgut,Altıntepe,3+1,143,13,2547000,Müstakil,4,2
İstanbul,Beşiktaş,Güzeltepe,3+1,81,48,967000,Villa,1,1
İstanbul,Kadıköy,Altıntepe,1+1,106,6,2184000,Rezidans,4,2
İstanbul,Bakırköy,Merkez,4+1,108,19,2160000,Müstakil,5,2
Ankara,Keçiören,Bahçelievler,2+1,163,28,3149000,Daire,Çatı,1
Ankara,Yenimahalle,Yeşilbahçe,3+1,154,32,2946000,Daire,1,3
İzmir,Buca,Bahçelievler,4+1,155,29,3044000,Daire,Zemin,3
İzmir,Konak,Yeşilbahçe,1+1,59,22,1025000,Villa,Çatı,3
Ankara,Keçiören,Merkez,5+1,125,0,2298000,Rezidans,1,2
İzmir,Konak,Yeşilbahçe,4+1,146,17,2937000,Villa,3,1
İstanbul,Bakırköy,Altıntepe,1+1,78,25,1365000,Müstakil,1,3
Ankara,Keçiören,Bahçelievler,1+1,74,15,1682000,Villa,4,2
Ankara,Keçiören,Bahçelievler,1+1,141,46,2131000,Daire,5,1
İstanbul,Kadıköy,Bahçelievler,2+1,136,38,2383000,Rezidans,3,2
İstanbul,Bakırköy,Merkez,2+1,90,37,1220000,Villa,Zemin,1
İzmir,Buca,Merkez,1+1,58,43,813000,Villa,2,1
Ankara,Etimesgut,Altıntepe,1+1,102,16,1851000,Rezidans,Zemin,1
Ankara,Yenimahalle,Yeşilbahçe,1+1,32,18,508000,Rezidans,Zemin,1
Ankara,Yenimahalle,Bahçelievler,4+1,93,7,2070000,Villa,4,1
Ankara,Keçiören,Yeşilbahçe,3+1,141,0,2830000,Daire,Zemin,1
İzmir,Konak,Yeşilbahçe,4+1,118,1,2669000,Daire,3,2
İstanbul,Bakırköy,Altıntepe,3+1,124,26,2281000,Müstakil,4,3
Ankara,Çankaya,Altıntepe,1+1,119,14,2257000,Müstakil,5,2
İstanbul,Beşiktaş,Güzeltepe,3+1,80,18,1490000,Rezidans,1,3
İzmir,Buca,Güzeltepe,2+1,80,28,1341000,Daire,1,1
İzmir,Karşıyaka,Altıntepe,3+1,102,20,1714000,Müstakil,Zemin,2
İstanbul,Bakırköy,Altıntepe,1+1,74,40,1349000,Villa,4,2
İstanbul,Bakırköy,Altıntepe,3+1,53,26,962000,Daire,3,3
İstanbul,Üsküdar,Altıntepe,4+1,101,11,1626000,Villa,4,3
İstanbul,Üsküdar,Merkez,4+1,131,38,2140000,Müstakil,1,1
İzmir,Bornova,Güzeltepe,5+1,109,14,1835000,Rezidans,5,1
İstanbul,Kadıköy,Altıntepe,5+1,30,13,689000,Müstakil,Zemin,2
İstanbul,Beşiktaş,Yeşilbahçe,2+1,141,28,2140000,Daire,Zemin,3
Ankara,Etimesgut,Güzeltepe,5+1,142,25,2294000,Rezidans,1,2
İstanbul,Üsküdar,Merkez,2+1,73,13,1537000,Rezidans,Çatı,2
İzmir,Bornova,Güzeltepe,5+1,92,6,2152000,Daire,4,2
İzmir,Buca,Bahçelievler,1+1,97,45,1618000,Rezidans,3,1
Ankara,Keçiören,Yeşilbahçe,2+1,69,46,978000,Daire,5,1
Ankara,Çankaya,Merkez,2+1,84,26,1716000,Müstakil,2,3
Ankara,Keçiören,Yeşilbahçe,5+1,89,41,1586000,Rezidans,5,2
İzmir,Bornova,Yeşilbahçe,2+1,108,47,1335000,Rezidans,4,1
İstanbul,Bakırköy,Altıntepe,5+1,110,47,1546000,Rezidans,3,3
İstanbul,Beşiktaş,Altıntepe,1+1,82,4,1522000,Rezidans,3,3
İstanbul,Kadıköy,Bahçelievler,1+1,132,2,2593000,Müstakil,4,2
İzmir,Buca,Altıntepe,1+1,65,16,1332000,Müstakil,5,2
İstanbul,Üsküdar,Merkez,1+1,51,1,1121000,Müstakil,Çatı,2
İzmir,Buca,Merkez,5+1,117,10,2524000,Villa,3,2
Ankara,Yenimahalle,Merkez,1+1,141,2,2362000,Rezidans,1,3
Ankara,Çankaya,Yeşilbahçe,1+1,91,13,1643000,Müstakil,1,1
Ankara,Etimesgut,Merkez,5+1,99,23,1412000,Müstakil,4,2
İzmir,Karşıyaka,Merkez,2+1,112,3,2241000,Villa,Zemin,2
Ankara,Çankaya,Güzeltepe,3+1,93,2,2292000,Müstakil,2,1
İstanbul,Üsküdar,Altıntepe,3+1,49,11,826000,Villa,4,3
İzmir,Buca,Merkez,4+1,76,43,1113000,Müstakil,Çatı,2
Ankara,Çankaya,Yeşilbahçe,5+1,120,49,1500000,Rezidans,5,1
Ankara,Etimesgut,Bahçelievler,1+1,144,0,3597000,Villa,Çatı,1
İzmir,Konak,Merkez,4+1,82,25,1567000,Rezidans,Zemin,1
Ankara,Etimesgut,Yeşilbahçe,2+1,59,26,1203000,Rezidans,Çatı,2
İstanbul,Beşiktaş,Altıntepe,4+1,90,38,1621000,Rezidans,3,1
Ankara,Yenimahalle,Bahçelievler,1+1,123,7,2945000,Daire,Çatı,2
İzmir,Karşıyaka,Güzeltepe,5+1,31,31,551000,Rezidans,1,1
İzmir,Konak,Yeşilbahçe,4+1,71,20,1451000,Villa,Zemin,3
İstanbul,Bakırköy,Güzeltepe,1+1,105,13,1556000,Villa,5,1
Ankara,Çankaya,Bahçelievler,3+1,133,19,1893000,Villa,5,1
İstanbul,Üsküdar,Bahçelievler,1+1,134,37,2161000,Rezidans,2,1
İzmir,Karşıyaka,Yeşilbahçe,2+1,74,13,1576000,Müstakil,2,2
Ankara,Etimesgut,Güzeltepe,4+1,121,0,1853000,Müstakil,Çatı,3
İstanbul,Beşiktaş,Yeşilbahçe,5+1,144,19,2425000,Rezidans,5,1
Ankara,Etimesgut,Güzeltepe,3+1,92,27,1898000,Rezidans,3,1
İstanbul,Bakırköy,Güzeltepe,3+1,79,16,1279000,Rezidans,3,1
İzmir,Bornova,Altıntepe,3+1,105,23,1890000,Daire,4,1
İstanbul,Bakırköy,Yeşilbahçe,2+1,102,25,1505000,Müstakil,2,1
Ankara,Çankaya,Bahçelievler,1+1,88,32,1123000,Rezidans,1,2
Ankara,Keçiören,Yeşilbahçe,3+1,91,48,1356000,Müstakil,1,3
İzmir,Bornova,Bahçelievler,1+1,125,41,2321000,Rezidans,Zemin,2
İstanbul,Bakırköy,Altıntepe,2+1,80,22,1409000,Müstakil,2,1
İstanbul,Kadıköy,Altıntepe,3+1,123,16,1990000,Rezidans,4,1
İzmir,Karşıyaka,Yeşilbahçe,2+1,50,4,842000,Müstakil,1,2
İstanbul,Beşiktaş,Altıntepe,3+1,93,11,2118000,Rezidans,5,3
İstanbul,Bakırköy,Bahçelievler,4+1,67,45,873000,Daire,1,2
Ankara,Keçiören,Güzeltepe,1+1,151,21,2187000,Daire,4,2
İzmir,Buca,Yeşilbahçe,1+1,124,8,2572000,Villa,3,1
Ankara,Çankaya,Güzeltepe,2+1,102,41,1418000,Daire,Çatı,3
Ankara,Etimesgut,Altıntepe,1+1,141,37,2541000,Rezidans,Çatı,2
Ankara,Yenimahalle,Yeşilbahçe,4+1,141,26,2200000,Müstakil,Çatı,1
Ankara,Etimesgut,Bahçelievler,4+1,108,36,1767000,Villa,1,3
Ankara,Yenimahalle,Altıntepe,5+1,103,45,1187000,Daire,2,3
İzmir,Bornova,Yeşilbahçe,4+1,89,5,2155000,Daire,1,2
İstanbul,Kadıköy,Altıntepe,5+1,111,27,2181000,Rezidans,1,2
İzmir,Karşıyaka,Merkez,5+1,116,9,2664000,Daire,4,3
İstanbul,Kadıköy,Güzeltepe,1+1,75,47,917000,Rezidans,5,3
Ankara,Etimesgut,Bahçelievler,2+1,107,26,1549000,Müstakil,1,2
İstanbul,Beşiktaş,Yeşilbahçe,4+1,101,0,2177000,Müstakil,4,2
Ankara,Çankaya,Yeşilbahçe,5+1,158,20,3248000,Müstakil,5,3
İzmir,Karşıyaka,Yeşilbahçe,3+1,85,13,1959000,Villa,Çatı,1
İstanbul,Beşiktaş,Altıntepe,3+1,99,20,1476000,Daire,Zemin,1
İzmir,Bornova,Merkez,4+1,133,35,2295000,Müstakil,5,2
İzmir,Konak,Güzeltepe,4+1,86,23,1624000,Daire,3,2
İzmir,Bornova,Bahçelievler,3+1,111,25,2130000,Daire,Zemin,2
Ankara,Çankaya,Altıntepe,5+1,82,40,1008000,Villa,2,1
İzmir,Bornova,Yeşilbahçe,2+1,62,23,1322000,Rezidans,5,1
İzmir,Konak,Merkez,5+1,111,10,1924000,Rezidans,1,3
Ankara,Çankaya,Altıntepe,1+1,78,26,1387000,Rezidans,3,2
İzmir,Buca,Altıntepe,4+1,93,26,1694000,Rezidans,1,3
İstanbul,Kadıköy,Yeşilbahçe,4+1,168,24,2935000,Daire,2,2
Ankara,Yenimahalle,Altıntepe,2+1,120,25,1677000,Müstakil,5,2
İstanbul,Bakırköy,Bahçelievler,1+1,107,37,1392000,Rezidans,1,2
İzmir,Buca,Altıntepe,2+1,86,19,1422000,Rezidans,4,2
İstanbul,Beşiktaş,Merkez,3+1,109,46,1783000,Müstakil,2,1
Ankara,Çankaya,Altıntepe,2+1,94,4,1807000,Daire,2,3
İzmir,Karşıyaka,Yeşilbahçe,3+1,59,42,838000,Daire,3,1
Ankara,Keçiören,Merkez,1+1,117,46,1508000,Daire,2,3
İzmir,Konak,Güzeltepe,2+1,130,16,2329000,Müstakil,Zemin,1
İzmir,Bornova,Yeşilbahçe,4+1,59,30,781000,Villa,2,1
Ankara,Etimesgut,Merkez,5+1,142,23,2353000,Müstakil,Zemin,3
İstanbul,Kadıköy,Merkez,5+1,109,31,1812000,Villa,Zemin,2
İzmir,Buca,Altıntepe,1+1,142,47,1842000,Villa,2,1
Ankara,Etimesgut,Bahçelievler,3+1,144,5,2677000,Villa,2,2
İzmir,Konak,Merkez,4+1,78,22,1225000,Müstakil,Zemin,1
İstanbul,Beşiktaş,Altıntepe,3+1,120,37,1530000,Villa,2,1
Ankara,Keçiören,Merkez,1+1,54,11,954000,Rezidans,1,2
Ankara,Yenimahalle,Merkez,3+1,78,30,964000,Daire,Zemin,3
İzmir,Bornova,Yeşilbahçe,2+1,73,26,1197000,Villa,Zemin,3
Ankara,Etimesgut,Güzeltepe,2+1,66,14,1243000,Daire,5,1
Ankara,Keçiören,Altıntepe,3+1,113,0,1974000,Villa,5,3
İzmir,Konak,Merkez,3+1,124,49,2095000,Villa,1,1
Ankara,Keçiören,Altıntepe,1+1,140,13,3072000,Villa,1,2
Ankara,Keçiören,Yeşilbahçe,4+1,101,46,1381000,Daire,5,1
İzmir,Karşıyaka,Altıntepe,5+1,113,41,1971000,Müstakil,5,1
Ankara,Çankaya,Yeşilbahçe,1+1,65,7,1515000,Daire,4,2
Ankara,Çankaya,Merkez,2+1,96,43,1229000,Rezidans,5,2
İzmir,Konak,Altıntepe,5+1,103,41,1744000,Müstakil,4,3
Ankara,Yenimahalle,Merkez,5+1,73,3,1210000,Daire,1,3
Ankara,Keçiören,Yeşilbahçe,2+1,41,7,697000,Müstakil,1,2
İstanbul,Bakırköy,Altıntepe,2+1,91,12,1864000,Rezidans,Çatı,3
İzmir,Bornova,Merkez,3+1,93,18,1537000,Müstakil,Çatı,1
İzmir,Buca,Yeşilbahçe,5+1,117,28,1503000,Rezidans,4,2
İstanbul,Üsküdar,Yeşilbahçe,4+1,149,39,2532000,Villa,Zemin,1
İzmir,Konak,Güzeltepe,4+1,117,1,2526000,Rezidans,Çatı,2
İzmir,Buca,Yeşilbahçe,3+1,85,13,1492000,Daire,5,1
Ankara,Çankaya,Altıntepe,4+1,119,32,2217000,Villa,5,3
Ankara,Yenimahalle,Altıntepe,5+1,118,15,2112000,Villa,Çatı,3
Ankara,Yenimahalle,Güzeltepe,4+1,101,19,1518000,Rezidans,2,1
Ankara,Yenimahalle,Güzeltepe,2+1,124,13,2772000,Daire,Çatı,1
İstanbul,Beşiktaş,Bahçelievler,3+1,117,43,1318000,Rezidans,5,2
İstanbul,Beşiktaş,Merkez,3+1,54,1,1322000,Villa,5,2
İzmir,Karşıyaka,Güzeltepe,4+1,83,8,1722000,Daire,Zemin,3
İzmir,Konak,Bahçelievler,4+1,63,37,1025000,Rezidans,4,2
İzmir,Bornova,Yeşilbahçe,5+1,113,49,1261000,Müstakil,1,3
İzmir,Buca,Altıntepe,5+1,188,18,4160000,Rezidans,1,1
İstanbul,Beşiktaş,Bahçelievler,1+1,90,10,2087000,Villa,1,2
İzmir,Bornova,Altıntepe,1+1,78,18,1175000,Rezidans,Çatı,3
Ankara,Keçiören,Altıntepe,1+1,136,16,1921000,Rezidans,1,1
İzmir,Karşıyaka,Bahçelievler,1+1,80,8,1409000,Rezidans,4,1
Ankara,Yenimahalle,Bahçelievler,5+1,79,40,1131000,Villa,2,2
Ankara,Çankaya,Yeşilbahçe,1+1,93,1,1986000,Rezidans,5,2
İzmir,Karşıyaka,Güzeltepe,3+1,58,32,1132000,Villa,5,2
İzmir,Buca,Bahçelievler,4+1,152,42,2421000,Müstakil,5,2
Ankara,Çankaya,Bahçelievler,4+1,104,5,2336000,Villa,2,1
İzmir,Bornova,Merkez,3+1,77,44,873000,Villa,Çatı,1
